# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 29K of event 'cycles:ppp'
# Event count (approx.): 21822785868
#
# Overhead  Command          Shared Object                            Symbol                                                                                                                                                                                                                                        
# ........  ...............  .......................................  ..............................................................................................................................................................................................................................................
#
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] update_curr
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x000000000073b5e3
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x000000000073c447
     0.00%  stremio          [kernel.kallsyms]                        [k] ___sys_recvmsg
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x00000000004cabf8
     0.00%  chrome           chrome                                   [.] 0x000000000196ed93
     0.00%  chrome           chrome                                   [.] 0x00000000037a5a31
     0.00%  chrome           libc-2.27.so                             [.] vfprintf
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] radix_tree_next_chunk
     0.00%  chrome           chrome                                   [.] 0x0000000001c70760
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x000000000073570c
     0.00%  pgrep            [kernel.kallsyms]                        [k] down_write
     0.00%  chrome           chrome                                   [.] 0x0000000003ed7d20
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x00000000007355e3
     0.00%  chrome           chrome                                   [.] 0x000000000669e6a7
     0.00%  chrome           [kernel.kallsyms]                        [k] __schedule
     0.00%  Chrome_ChildIOT  libc-2.27.so                             [.] __memmove_avx_unaligned_erms
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x000000000073b60e
     0.00%  Chrome_ChildIOT  libc-2.27.so                             [.] __memset_avx2_unaligned_erms
     0.00%  Xorg             [kernel.kallsyms]                        [k] __indirect_thunk_start
     0.00%  dockerd          [kernel.kallsyms]                        [k] syscall_return_via_sysret
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x0000000000733b00
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] __kmalloc_node_track_caller
     0.00%  Xorg             [kernel.kallsyms]                        [k] __fget
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x000000000073828e
     0.00%  Compositor       [kernel.kallsyms]                        [k] load_new_mm_cr3
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x00000000004cac24
     0.00%  xtl-netreq-4     libc-2.27.so                             [.] malloc
     0.00%  swapper          [kernel.kallsyms]                        [k] cpuidle_reflect
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x0000000000733b20
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x000000000072ce52
     0.00%  swapper          [kernel.kallsyms]                        [k] native_irq_return_iret
     0.00%  gnome-shell      [kernel.kallsyms]                        [k] timerqueue_add
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x0000000000726e72
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001b612b0
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d360e
     0.00%  chrome           [kernel.kallsyms]                        [k] __fget
     0.00%  swapper          [kernel.kallsyms]                        [k] __switch_to_asm
     0.00%  node             [kernel.kallsyms]                        [k] x86_pmu_disable
     0.00%  pgrep            [kernel.kallsyms]                        [k] inode_permission
     0.00%  Chrome_IOThread  chrome                                   [.] _fini
     0.00%  chrome           chrome                                   [.] 0x000000000344866a
     0.00%  node             node                                     [.] _ZN2v88internal9ParseInfo12CreateScriptEPNS0_7IsolateENS0_6HandleINS0_6StringEEENS_19ScriptOriginOptionsENS0_11NativesFlagE
     0.00%  node             libc-2.27.so                             [.] __memset_avx2_unaligned_erms
     0.00%  node             perf-6806.map                            [.] Builtin:CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
     0.00%  node             [kernel.kallsyms]                        [k] update_load_avg
     0.00%  node             node                                     [.] _ZN2v88internal26ConsumedPreParsedScopeData27GetDataForSkippableFunctionEPNS0_4ZoneEiPiS4_S4_PbPNS0_12LanguageModeE
     0.00%  node             node                                     [.] _ZN2v88internal8compiler8OperatorC2EtNS_4base5FlagsINS2_8PropertyEhEEPKcmmmmmm
     0.00%  node             node                                     [.] _ZN2v88internal11interpreter17BytecodeGenerator22BuildLoadNamedPropertyEPNS0_8PropertyENS1_8RegisterEPKNS0_12AstRawStringE
     0.00%  node             node                                     [.] _ZN2v88internal3Map15GeneralizeFieldEPNS0_7IsolateENS0_6HandleIS1_EEiNS0_17PropertyConstnessENS0_14RepresentationENS4_INS0_9FieldTypeEEE
     0.00%  node             [kernel.kallsyms]                        [k] ktime_get_update_offsets_now
     0.00%  node             node                                     [.] _ZNK2v88internal8Variable22IsGlobalObjectPropertyEv
     0.00%  node             [kernel.kallsyms]                        [k] __calc_delta
     0.00%  node             node                                     [.] _ZN4node10StreamBase10AddMethodsEPNS_11EnvironmentEN2v85LocalINS3_16FunctionTemplateEEE
     0.00%  node             node                                     [.] _ZN2v88internal15AstValueFactory9GetStringEjbNS0_6VectorIKhEE
     0.00%  node             node                                     [.] _ZN2v88internal15DescriptorArray8CopyFromEiPS1_
     0.00%  node             node                                     [.] _ZNSt11_Deque_baseIPN2v88internal3MapENS1_22RecyclingZoneAllocatorIS3_EEE17_M_initialize_mapEm
     0.00%  node             node                                     [.] _ZN2v88internal7Factory18NewCallHandlerInfoEb
     0.00%  node             node                                     [.] _ZN2v88internal10ParserBaseINS0_9PreParserEE29BindingPatternUnexpectedTokenEv
     0.00%  node             node                                     [.] _ZN2v88internal11interpreter19BytecodeArrayWriter9WriteJumpEPNS1_12BytecodeNodeEPNS1_13BytecodeLabelE
     0.00%  node             node                                     [.] _ZN2v88internal19AccountingAllocator13ReturnSegmentEPNS0_7SegmentE
     0.00%  node             node                                     [.] _ZN2v88internal7Factory9NewStructENS0_12InstanceTypeENS0_13PretenureFlagE.constprop.126
     0.00%  node             libc-2.27.so                             [.] malloc
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x00000000007307cb
     0.00%  Chrome_IOThread  libpthread-2.27.so                       [.] __pthread_mutex_unlock
     0.00%  node             libc-2.27.so                             [.] memcpy@GLIBC_2.2.5
     0.00%  node             perf-6806.map                            [.] Builtin:LoadIC_Uninitialized
     0.00%  node             perf-6806.map                            [.] Handler:CreateObjectLiteral
     0.00%  node             node                                     [.] _ZN2v88internal10ParserBaseINS0_9PreParserEE13FunctionStateC2EPPS4_PPNS0_5ScopeEPNS0_16DeclarationScopeE
     0.00%  node             node                                     [.] _ZN2v88internal6Object11GetPropertyEPNS0_14LookupIteratorENS0_13OnNonExistentE
     0.00%  node             [kernel.kallsyms]                        [k] common_file_perm
     0.00%  node             node                                     [.] _ZN2v88internal19TransitionsAccessor16SearchTransitionEPNS0_4NameENS0_12PropertyKindENS0_18PropertyAttributesE
     0.00%  node             node                                     [.] _ZN2v88internal10ChoiceNode13FilterOneByteEi
     0.00%  node             node                                     [.] _ZN2v88internal10ParserBaseINS0_6ParserEE26IsValidReferenceExpressionEPNS0_10ExpressionE
     0.00%  node             [kernel.kallsyms]                        [k] get_mem_cgroup_from_mm
     0.00%  node             libpthread-2.27.so                       [.] __pthread_mutex_lock
     0.00%  node             [kernel.kallsyms]                        [k] handle_mm_fault
     0.00%  node             node                                     [.] _ZN2v88internal3Map15ShareDescriptorEPNS0_7IsolateENS0_6HandleIS1_EENS4_INS0_15DescriptorArrayEEEPNS0_10DescriptorE
     0.00%  node             node                                     [.] _ZN2v88internal6String13IsUtf8EqualToENS0_6VectorIKcEEb
     0.00%  node             node                                     [.] _ZN2v88internal8compiler20BytecodeGraphBuilder14VisitBytecodesEv
     0.00%  node             perf-6806.map                            [.] Handler:Inc
     0.00%  node             node                                     [.] _ZN2v88internal15DescriptorArray6AppendEPNS0_10DescriptorE
     0.00%  node             [kernel.kallsyms]                        [k] find_vma
     0.00%  node             [kernel.kallsyms]                        [k] _find_next_bit
     0.00%  node             node                                     [.] _ZN2v88internal9HashTableINS0_11StringTableENS0_16StringTableShapeEE18FindInsertionEntryEj
     0.00%  node             node                                     [.] _ZN2v88internal10ParserBaseINS0_9PreParserEE25ParseAssignmentExpressionEbPb
     0.00%  node             perf-6806.map                            [.] Handler:Add
     0.00%  node             node                                     [.] _ZN2v88internal10ParserBaseINS0_9PreParserEE32ParseIdentifierNameOrPrivateNameEPb
     0.00%  node             node                                     [.] _ZN2v88internal5Scope31CheckConflictingVarDeclarationsEv
     0.00%  node             node                                     [.] _ZN2v88internal11interpreter25BytecodeRegisterOptimizer20GetInputRegisterListENS1_12RegisterListE
     0.00%  node             perf-6806.map                            [.] Handler:TestEqual
     0.00%  node             node                                     [.] _ZN2v88internal18FeedbackVectorSpec7AddSlotENS0_16FeedbackSlotKindE
     0.00%  node             node                                     [.] _ZN2v88internal7Scanner10ScanStringEv
     0.00%  node             [kernel.kallsyms]                        [k] _raw_spin_lock_irqsave
     0.00%  node             node                                     [.] _ZN2v88internal12BinarySearchILNS0_10SearchModeE1ENS0_15DescriptorArrayEEEiPT0_PNS0_4NameEiPi
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                     [.] 0x00000000007dd344
     0.00%  node             node                                     [.] _ZNK2v88internal6Script15GetPositionInfoEiPNS1_12PositionInfoENS1_10OffsetFlagE
     0.00%  chrome           chrome                                   [.] 0x0000000001b56d10
     0.00%  node             node                                     [.] _ZNK2v88internal9Statement6IsJumpEv
     0.00%  node             node                                     [.] _ZN2v88internal21PerIsolateAssertScopeILNS0_20PerIsolateAssertTypeE0ELb0EEC1EPNS0_7IsolateE
     0.00%  node             [kernel.kallsyms]                        [k] native_flush_tlb_one_user
     0.00%  node             node                                     [.] _ZNSt6vectorIN2v88internal11interpreter20ConstantArrayBuilder5EntryENS1_13ZoneAllocatorIS4_EEE19_M_emplace_back_auxIJRKS4_EEEvDpOT_
     0.00%  node             perf-6806.map                            [.] Builtin:InterpreterEntryTrampoline
     0.00%  node             node                                     [.] _ZN2v88internal11interpreter20BytecodeArrayBuilder27LoadAccumulatorWithRegisterENS1_8RegisterE
