# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles:ppp'
# Event count (approx.): 23039810842
#
# Overhead  Command          Shared Object                           Symbol                                                                                                                                                                                                          
# ........  ...............  ......................................  ................................................................................................................................................................................................................
#
     0.00%  swapper          [kernel.kallsyms]                       [k] quiet_vmstat
     0.00%  gnome-shell      libmutter-clutter-2.so                  [.] g_hash_table_lookup@plt
     0.00%  chrome           chrome                                  [.] 0x00000000033fd584
     0.00%  node             node (deleted)                          [.] 0x0000000000c4660f
     0.00%  chrome           [kernel.kallsyms]                       [k] do_sys_poll
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x00000000044033c8
     0.00%  sublime_text     sublime_text                            [.] 0x000000000021b138
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] _cond_resched
     0.00%  Chrome_~dThread  libxul.so                               [.] 0x0000000000d4e406
     0.00%  systemd          [kernel.kallsyms]                       [k] __msecs_to_jiffies
     0.00%  Compositor       libstdc++.so.6.0.25                     [.] 0x00000000000a9e10
     0.00%  chrome           chrome                                  [.] 0x0000000007108210
     0.00%  chrome           chrome                                  [.] 0x0000000001972700
     0.00%  chrome           chrome                                  [.] 0x0000000004c29550
     0.00%  chrome           [kernel.kallsyms]                       [k] __fsnotify_parent
     0.00%  Chrome_IOThread  libevent-2.1.so.6.0.2                   [.] 0x000000000001a06f
     0.00%  Timer            [kernel.kallsyms]                       [k] generic_update_time
     0.00%  chrome           chrome                                  [.] 0x0000000003ea7657
     0.00%  stremio          [kernel.kallsyms]                       [k] vfs_read
     0.00%  chrome           chrome                                  [.] 0x0000000002544af0
     0.00%  Timer            [kernel.kallsyms]                       [k] __wake_up_common
     0.00%  gnome-shell      libc-2.27.so                            [.] _IO_no_init
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x000000000083eef0
     0.00%  sublime_text     [kernel.kallsyms]                       [k] ktime_get_with_offset
     0.00%  stremio          libxcb.so.1.1.0                         [.] recvmsg@plt
     0.00%  gsd-color        libglib-2.0.so.0.5600.3                 [.] g_main_context_check
     0.00%  chrome           chrome                                  [.] 0x0000000006443c70
     0.00%  VIEW_AGGREGATOR  dropbox                                 [.] PyFrame_New
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] nf_nat_ipv4_local_fn
     0.00%  Xorg             Xorg                                    [.] 0x00000000001bd174
     0.00%  chrome           chrome                                  [.] 0x00000000064426f5
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] 0x000000000004944b
     0.00%  chrome           chrome                                  [.] 0x0000000003f04148
     0.00%  chrome           chrome                                  [.] 0x00000000019752c9
     0.00%  Web Content      libxul.so                               [.] 0x0000000004114070
     0.00%  Timer            [kernel.kallsyms]                       [k] __cgroup_account_cputime
     0.00%  Timer            libxul.so                               [.] 0x0000000000888503
     0.00%  chrome           chrome                                  [.] 0x0000000001bdabe3
     0.00%  chrome           chrome                                  [.] 0x0000000003012400
     0.00%  stremio          libglib-2.0.so.0.5600.3                 [.] g_ptr_array_set_size
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                       [k] ieee80211_prepare_and_rx_handle
     0.00%  Xorg             Xorg                                    [.] DamageRegionAppend
     0.00%  swapper          [kernel.kallsyms]                       [k] __softirqentry_text_start
     0.00%  chrome           [kernel.kallsyms]                       [k] __sb_end_write
     0.00%  Xorg             libc-2.27.so                            [.] __clock_gettime
     0.00%  JS Watchdog      libpthread-2.27.so                      [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000003fb23d0
     0.00%  chrome           [unknown]                               [k] 0xfffffe00000e200c
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] 0x00000000002e3cf0
     0.00%  Compositor       [kernel.kallsyms]                       [k] seccomp_run_filters
     0.00%  chrome           chrome                                  [.] 0x0000000003ec7217
     0.00%  chrome           chrome                                  [.] 0x0000000003f21df0
     0.00%  chrome           chrome                                  [.] 0x0000000002b4c077
     0.00%  swapper          [kernel.kallsyms]                       [k] rcu_check_callbacks
     0.00%  stremio          libglib-2.0.so.0.5600.3                 [.] g_main_context_acquire
     0.00%  chrome           [kernel.kallsyms]                       [k] __alloc_skb
     0.00%  Xorg             [kernel.kallsyms]                       [k] ilk_compute_pipe_wm
     0.00%  jetbrains-toolb  libglib-2.0.so.0.5600.3                 [.] g_ptr_array_set_size
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001fb5e05
     0.00%  nautilus         libglib-2.0.so.0.5600.3                 [.] g_io_channel_get_buffer_condition
     0.00%  sublime_text     libgdk-x11-2.0.so.0.2400.32             [.] 0x0000000000024549
     0.00%  Compositor       [kernel.kallsyms]                       [k] update_load_avg
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001bd2371
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] kill_fasync
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] load_new_mm_cr3
     0.00%  chrome           [kernel.kallsyms]                       [k] unix_poll
     0.00%  gnome-shell      i965_dri.so                             [.] 0x0000000000493f86
     0.00%  chrome           chrome                                  [.] 0x0000000006890e40
     0.00%  gnome-terminal-  libgdk-3.so.0.2200.30                   [.] 0x0000000000040330
     0.00%  swapper          [kernel.kallsyms]                       [k] memchr_inv
     0.00%  InputThread      libevdev.so.2.1.20                      [.] 0x000000000000c760
     0.00%  Xorg             Xorg                                    [.] 0x00000000000cc1a0
     0.00%  sublime_text     [kernel.kallsyms]                       [k] read_tsc
     0.00%  Compositor       chrome                                  [.] 0x00000000054d7976
     0.00%  TaskSchedulerFo  libnss3.so                              [.] 0x00000000000e52c6
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000007c16fc
     0.00%  Chrome_~dThread  [kernel.kallsyms]                       [k] __schedule
     0.00%  Compositor       chrome                                  [.] 0x0000000003f1615e
     0.00%  chrome           [kernel.kallsyms]                       [k] apparmor_file_permission
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] 0x000000000003a4c0
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001099cf0
     0.00%  swapper          [kernel.kallsyms]                       [k] sched_avg_update
     0.00%  TaskSchedulerFo  [kernel.kallsyms]                       [k] do_dentry_open
     0.00%  sublime_text     libgdk-x11-2.0.so.0.2400.32             [.] 0x0000000000072b87
     0.00%  gnome-shell      i965_dri.so                             [.] 0x00000000004a32ad
     0.00%  gnome-shell      libst-1.0.so                            [.] 0x000000000001d6bd
     0.00%  TeamViewer       [kernel.kallsyms]                       [k] sys_futex
     0.00%  stremio          libglib-2.0.so.0.5600.3                 [.] 0x0000000000049481
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] update_cfs_group
     0.00%  chrome           chrome                                  [.] 0x00000000067c0b8c
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001086900
     0.00%  Xorg             [kernel.kallsyms]                       [k] do_setitimer
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010ad728
     0.00%  Chrome_ChildIOT  libstdc++.so.6.0.25                     [.] malloc@plt
     0.00%  Web Content      libxul.so                               [.] 0x0000000003dabc60
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] __atime_needs_update
     0.00%  Compositor       chrome                                  [.] 0x0000000003ea9ec0
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001844d83
     0.00%  chrome           chrome                                  [.] 0x0000000001a54406
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000001be29b3
     0.00%  Compositor       [kernel.kallsyms]                       [k] timerqueue_add
     0.00%  chrome           chrome                                  [.] 0x00000000032fbd65
     0.00%  Compositor       chrome                                  [.] 0x0000000003f03520
     0.00%  Web Content      libglib-2.0.so.0.5600.3                 [.] 0x0000000000048bc0
     0.00%  sublime_text     [kernel.kallsyms]                       [k] select_task_rq_fair
     0.00%  Chrome_ChildIOT  libc-2.27.so                            [.] __memmove_avx_unaligned_erms
     0.00%  chrome           chrome                                  [.] 0x0000000003ec655b
     0.00%  chrome           chrome                                  [.] 0x0000000006c4c9e1
     0.00%  Compositor       chrome                                  [.] 0x0000000003ec6180
     0.00%  Web Content      libxul.so                               [.] 0x00000000008ede3b
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] kmem_cache_alloc
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010a11c0
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] _ZN14QTimerInfoList14activateTimersEv
     0.00%  sublime_text     sublime_text                            [.] 0x0000000000476710
     0.00%  Timer            [kernel.kallsyms]                       [k] mutex_unlock
     0.00%  sublime_text     sublime_text                            [.] 0x00000000000c7540
     0.00%  chrome           chrome                                  [.] 0x0000000003319dd4
     0.00%  dbus-daemon      [kernel.kallsyms]                       [k] sock_poll
     0.00%  chrome           chrome                                  [.] 0x0000000006891041
     0.00%  firefox          libgdk-3.so.0.2200.30                   [.] 0x0000000000068090
     0.00%  Web Content      libxul.so                               [.] 0x0000000003d48bb0
     0.00%  Xorg             Xorg                                    [.] XkbComputeDerivedState
     0.00%  Timer            libxul.so                               [.] 0x0000000003a15d30
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] __kmalloc
     0.00%  node             libuv.so.1.0.0                          [.] uv__run_timers
     0.00%  swapper          [kernel.kallsyms]                       [k] kthread_data
     0.00%  gsd-color        libglib-2.0.so.0.5600.3                 [.] 0x00000000000494a8
     0.00%  stremio          libgdk-3.so.0.2200.30                   [.] 0x0000000000037780
     0.00%  jetbrains-toolb  libQt5WebChannel.so.5.10.1              [.] 0x00000000000100a0
     0.00%  nautilus-deskto  libglib-2.0.so.0.5600.3                 [.] g_async_queue_timed_pop
     0.00%  chrome           chrome                                  [.] 0x0000000003efb985
     0.00%  InputThread      [kernel.kallsyms]                       [k] _raw_spin_lock
     0.00%  Compositor       chrome                                  [.] 0x0000000002151ee0
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] 0x0000000000049497
     0.00%  sublime_text     libpangocairo-1.0.so.0.4000.14          [.] 0x0000000000004c50
     0.00%  kworker/3:2      [kernel.kallsyms]                       [k] i915_gem_object_put_pages_gtt
     0.00%  stremio          libgdk-3.so.0.2200.30                   [.] 0x000000000006d097
     0.00%  Compositor       libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.00%  chrome           chrome                                  [.] 0x00000000070feb80
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] 0x00000000002e4065
     0.00%  Xorg             Xorg                                    [.] xf86VTSwitchPending
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001082880
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] g_main_context_iteration@plt
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x00000000041311a0
     0.00%  teamviewerd      libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.00%  chrome           chrome                                  [.] 0x00000000037b048e
     0.00%  plugin_host      [kernel.kallsyms]                       [k] put_prev_entity
     0.00%  chrome           [kernel.kallsyms]                       [k] copy_page_from_iter
     0.00%  node             [kernel.kallsyms]                       [k] load_new_mm_cr3
     0.00%  Web Content      libxul.so                               [.] 0x00000000008e57c3
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000017bbf32
     0.00%  Xorg             libc-2.27.so                            [.] epoll_wait
     0.00%  sublime_text     [kernel.kallsyms]                       [k] mutex_unlock
     0.00%  stremio          [kernel.kallsyms]                       [k] unix_stream_recvmsg
     0.00%  Web Content      libxul.so                               [.] 0x0000000002ababfc
     0.00%  WebExtensions    libxul.so                               [.] 0x00000000041509d6
     0.00%  sublime_text     [kernel.kallsyms]                       [k] security_socket_recvmsg
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                       [k] ieee80211_lookup_ra_sta
     0.00%  gnome-shell      libmutter-clutter-2.so                  [.] clutter_event_new
     0.00%  update-notifier  libglib-2.0.so.0.5600.3                 [.] g_main_context_check
     0.00%  gnome-terminal-  libglib-2.0.so.0.5600.3                 [.] g_private_get
     0.00%  gnome-terminal-  libgobject-2.0.so.0.5600.3              [.] g_hash_table_lookup@plt
     0.00%  chrome           chrome                                  [.] 0x00000000032ad4b0
     0.00%  firefox          [unknown]                               [k] 0xfffffe00000b601b
     0.00%  stremio          [kernel.kallsyms]                       [k] __hrtimer_init
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000002552f1d
     0.00%  Chrome_ChildIOT  [vdso]                                  [.] __vdso_clock_gettime
     0.00%  thermald         libstdc++.so.6.0.25                     [.] _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_appendEPKcm
     0.00%  Compositor       chrome                                  [.] 0x0000000003fa798d
     0.00%  gnome-shell      libst-1.0.so                            [.] 0x000000000001d663
     0.00%  Web Content      libxul.so                               [.] 0x0000000003db9c6b
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] put_prev_entity
     0.00%  plugin_host      plugin_host                             [.] _PyDict_LoadGlobal
     0.00%  Web Content      libxul.so                               [.] 0x00000000010aa568
     0.00%  chrome           chrome                                  [.] 0x00000000066a09b2
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010e1a4d
     0.00%  Timer            libxul.so                               [.] 0x00000000008f7e50
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x000000000108590e
     0.00%  chrome           libgdk-3.so.0.2200.30                   [.] 0x0000000000068049
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001084118
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] memmove@plt
     0.00%  JS Helper        libxul.so                               [.] 0x00000000042c2cc1
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000004457820
     0.00%  Timer            [kernel.kallsyms]                       [k] update_cfs_group
     0.00%  chrome           chrome                                  [.] 0x000000000374d2ff
     0.00%  node             perf-4007.map                           [.] 0x00000d71a447a340
     0.00%  Xorg             Xorg                                    [.] 0x0000000000052c45
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] update_load_avg
     0.00%  chrome           chrome                                  [.] 0x0000000001b808d0
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] pthread_cond_wait@plt
     0.00%  swapper          [kernel.kallsyms]                       [k] cpu_startup_entry
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] 0x0000000000049457
     0.00%  QtWebEngineProc  libc-2.27.so                            [.] malloc
     0.00%  gnome-terminal-  libgtk-3.so.0.2200.30                   [.] 0x000000000018d163
     0.00%  nautilus         [kernel.kallsyms]                       [k] do_futex
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001088aed
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] wake_q_add
     0.00%  sublime_text     sublime_text                            [.] pthread_mutex_unlock@plt
     0.00%  stremio          libxcb.so.1.1.0                         [.] xcb_flush
     0.00%  jetbrains-toolb  libc-2.27.so                            [.] malloc
     0.00%  chrome           chrome                                  [.] 0x0000000001a50150
     0.00%  sublime_text     [kernel.kallsyms]                       [k] __mnt_want_write
     0.00%  chrome           [kernel.kallsyms]                       [k] down_read_trylock
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] entry_SYSCALL_64_after_hwframe
     0.00%  chrome           [kernel.kallsyms]                       [k] ep_poll_callback
     0.00%  Chrome_IOThread  libevent-2.1.so.6.0.2                   [.] 0x0000000000019ee0
     0.00%  sublime_text     libc-2.27.so                            [.] cfree@GLIBC_2.2.5
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003fae268
     0.00%  Compositor       libpthread-2.27.so                      [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  dockerd          dockerd-ce                              [.] runtime.retake
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000006c8d40
     0.00%  chrome           chrome                                  [.] 0x0000000005024a3d
     0.00%  90captive_porta  [kernel.kallsyms]                       [k] _cond_resched
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001083f50
     0.00%  90captive_porta  [kernel.kallsyms]                       [k] prepend_path
     0.00%  sublime_text     libdbus-1.so.3.19.4                     [.] 0x000000000002943b
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] event_base_loopbreak@plt
     0.00%  Web Content      libxul.so                               [.] 0x0000000003e8f0a8
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000042b4bd0
     0.00%  chrome           chrome                                  [.] 0x0000000004bc9d3e
     0.00%  stremio          [kernel.kallsyms]                       [k] security_file_permission
     0.00%  90captive_porta  [kernel.kallsyms]                       [k] do_page_fault
     0.00%  Web Content      libxul.so                               [.] 0x0000000003e44050
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001beecc0
     0.00%  Web Content      perf-8938.map                           [.] 0x00003dc651a34b01
     0.00%  Web Content      libxul.so                               [.] 0x0000000003eacbae
     0.00%  Web Content      libxul.so                               [.] 0x0000000003d60e40
     0.00%  stremio          libc-2.27.so                            [.] malloc
     0.00%  chrome           [kernel.kallsyms]                       [k] pipe_poll
     0.00%  Web Content      libpthread-2.27.so                      [.] __pthread_mutex_lock
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] dequeue_task_fair
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000042b4470
     0.00%  gnome-shell      [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  chrome           chrome                                  [.] 0x000000000343c0b0
     0.00%  gnome-terminal-  libcairo.so.2.11510.0                   [.] cairo_matrix_transform_point
     0.00%  chrome           chrome                                  [.] 0x0000000003f01360
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                       [k] __indirect_thunk_start
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003b04f23
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000042b2d6c
     0.00%  kworker/u16:68   [kernel.kallsyms]                       [k] _raw_spin_lock
     0.00%  chrome           [kernel.kallsyms]                       [k] update_curr
     0.00%  Compositor       libstdc++.so.6.0.25                     [.] _ZSt18_Rb_tree_decrementPKSt18_Rb_tree_node_base
     0.00%  stremio          libglib-2.0.so.0.5600.3                 [.] 0x0000000000049466
     0.00%  swapper          [kernel.kallsyms]                       [k] __x86_indirect_thunk_r14
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x000000000185e131
     0.00%  swapper          [kernel.kallsyms]                       [k] irq_exit
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000017d2aac
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001083f5a
     0.00%  teamviewerd      libc-2.27.so                            [.] malloc
     0.00%  sublime_text     sublime_text                            [.] 0x0000000000220e76
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000001858874
     0.00%  WebExtensions    libglib-2.0.so.0.5600.3                 [.] g_main_context_default
     0.00%  swapper          [kernel.kallsyms]                       [k] ttwu_do_wakeup
     0.00%  JS Helper        libmozjs-52.so.0.0.0                    [.] 0x0000000000722fba
     0.00%  chrome           [unknown]                               [k] 0xfffffe00000b6025
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] _ZN31QAbstractEventDispatcherPrivate14releaseTimerIdEi
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x000000000283855c
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000006bf350
     0.00%  swapper          [kernel.kallsyms]                       [k] update_cfs_group
     0.00%  kworker/0:1      [kernel.kallsyms]                       [k] unaccount_page_cache_page
     0.00%  gnome-shell      libmutter-2.so.0.0.0                    [.] clutter_event_get_device@plt
     0.00%  plugin_host      plugin_host                             [.] PyThreadState_Swap
     0.00%  sublime_text     sublime_text                            [.] 0x0000000000229351
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000007c16d5
     0.00%  chrome           chrome                                  [.] 0x0000000003eaa656
     0.00%  sublime_text     sublime_text                            [.] 0x00000000000feb8e
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000017beab0
     0.00%  chrome           chrome                                  [.] 0x000000000196ed46
     0.00%  sublime_text     libX11.so.6.3.0                         [.] 0x000000000003dd2a
     0.00%  Xorg             Xorg                                    [.] 0x000000000004caf3
     0.00%  InputThread      Xorg                                    [.] 0x000000000004c01d
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x0000000002838699
     0.00%  chrome           [kernel.kallsyms]                       [k] file_update_time
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010da9e9
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] _ZN16QCoreApplication9postEventEP7QObjectP6QEventi
     0.00%  systemd-resolve  [kernel.kallsyms]                       [k] cleanup_module
     0.00%  Web Content      libxul.so                               [.] 0x0000000003e22e64
     0.00%  Chrome_IOThread  libevent-2.1.so.6.0.2                   [.] evmap_io_active_
     0.00%  Web Content      libxul.so                               [.] 0x00000000008e3190
     0.00%  chrome           chrome                                  [.] 0x000000000374d1f0
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] vc_cons_allocated
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000006f6c8f
     0.00%  TeamViewer       [kernel.kallsyms]                       [k] sock_poll
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000171410
     0.00%  swapper          [kernel.kallsyms]                       [k] idle_cpu
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] cleanup_module
     0.00%  Web Content      [kernel.kallsyms]                       [k] __fdget_pos
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x000000000108690b
     0.00%  Timer            [kernel.kallsyms]                       [k] vfs_write
     0.00%  stremio          [kernel.kallsyms]                       [k] file_update_time
     0.00%  chrome           [kernel.kallsyms]                       [k] __check_heap_object
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] 0x000000000004941a
     0.00%  Xorg             [kernel.kallsyms]                       [k] __wake_up_common
     0.00%  systemd-resolve  [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.00%  Web Content      libxul.so                               [.] 0x000000000414d41d
     0.00%  Web Content      [kernel.kallsyms]                       [k] _cond_resched
     0.00%  gnome-terminal-  [kernel.kallsyms]                       [k] load_balance
     0.00%  Xorg             modesetting_drv.so                      [.] 0x00000000000101a5
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x000000000109a5a0
     0.00%  Compositor       [kernel.kallsyms]                       [k] ttwu_do_wakeup
     0.00%  chrome           [kernel.kallsyms]                       [k] update_cfs_rq_h_load
     0.00%  TeamViewer       [kernel.kallsyms]                       [k] _copy_from_user
     0.00%  WebExtensions    [kernel.kallsyms]                       [k] unix_stream_recvmsg
     0.00%  Chrome_IOThread  libc-2.27.so                            [.] __libc_disable_asynccancel
     0.00%  sublime_text     libX11.so.6.3.0                         [.] _XEventsQueued
     0.00%  Web Content      libxul.so                               [.] 0x00000000008e1f90
     0.00%  chrome           chrome                                  [.] 0x0000000003eff940
     0.00%  chrome           libpthread-2.27.so                      [.] pthread_cond_init@@GLIBC_2.3.2
     0.00%  Web Content      libxul.so                               [.] 0x0000000003eaf23c
     0.00%  sublime_text     sublime_text                            [.] 0x00000000002126dc
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] timerqueue_add
     0.00%  sublime_text     libdbus-1.so.3.19.4                     [.] 0x0000000000034fd0
     0.00%  chrome           chrome                                  [.] 0x0000000001b65868
     0.00%  chrome           chrome                                  [.] 0x0000000003ec65b0
     0.00%  swapper          [kernel.kallsyms]                       [k] hrtimer_cancel
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x00000000043da176
     0.00%  Xorg             Xorg                                    [.] mieqProcessInputEvents
     0.00%  sublime_text     [unknown]                               [k] 0xfffffe000010e01b
     0.00%  Compositor       chrome                                  [.] 0x0000000001bdb164
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] pthread_cond_broadcast@plt
     0.00%  chrome           chrome                                  [.] 0x000000000341edb7
     0.00%  chrome           [kernel.kallsyms]                       [k] enqueue_task_fair
     0.00%  chrome           chrome                                  [.] 0x0000000001c7079b
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003ea75a3
     0.00%  stremio          [kernel.kallsyms]                       [k] put_prev_entity
     0.00%  Web Content      libxul.so                               [.] 0x00000000008e6cce
     0.00%  sublime_text     libxcb.so.1.1.0                         [.] 0x000000000000d960
     0.00%  Chrome_IOThread  libpthread-2.27.so                      [.] __pthread_mutex_unlock
     0.00%  InputThread      libinput_drv.so                         [.] 0x000000000000ab10
     0.00%  QtWebEngineProc  perf-474.map                            [.] 0x0000010154ed22d8
     0.00%  chrome           chrome                                  [.] 0x00000000037136b5
     0.00%  stremio          libglib-2.0.so.0.5600.3                 [.] g_private_get
     0.00%  Timer            [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] g_slice_alloc
     0.00%  chrome           chrome                                  [.] 0x0000000006dfdc39
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] ieee80211_netdev_select_queue
     0.00%  stremio          libc-2.27.so                            [.] __libc_recvmsg
     0.00%  stremio          [kernel.kallsyms]                       [k] pick_next_task_fair
     0.00%  Web Content      [kernel.kallsyms]                       [k] __fsnotify_parent
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] check_preempt_curr
     0.00%  nacl_helper      nacl_helper                             [.] 0x0000000000242d90
     0.00%  Xorg             Xorg                                    [.] WriteToClient
     0.00%  Xorg             [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  node             node (deleted)                          [.] 0x000000000049f470
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] rcu_gp_kthread
     0.00%  Timer            [kernel.kallsyms]                       [k] __wake_up_common_lock
     0.00%  swapper          [kernel.kallsyms]                       [k] uncharge_batch
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] put_prev_task_fair
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000042b3b42
     0.00%  WebExtensions    libxul.so                               [.] 0x0000000003d60d1d
     0.00%  sublime_text     sublime_text                            [.] 0x0000000000245d4d
     0.00%  Web Content      [kernel.kallsyms]                       [k] cleanup_module
     0.00%  Web Content      [kernel.kallsyms]                       [k] can_migrate_task
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] deactivate_task
     0.00%  InputThread      libc-2.27.so                            [.] epoll_wait
     0.00%  teamviewerd      [kernel.kallsyms]                       [k] __check_heap_object
     0.00%  Xorg             Xorg                                    [.] 0x000000000013a180
     0.00%  swapper          [kernel.kallsyms]                       [k] queue_work_on
     0.00%  Timer            [kernel.kallsyms]                       [k] __sb_start_write
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] check_stack_object
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] _ZN9QInternal17activateCallbacksENS_8CallbackEPPv
     0.00%  Timer            libxul.so                               [.] 0x00000000008f9be0
     0.00%  Web Content      libxul.so                               [.] 0x00000000008f6fde
     0.00%  chrome           [kernel.kallsyms]                       [k] enqueue_hrtimer
     0.00%  chrome           chrome                                  [.] 0x00000000054d2884
